id,sku,english,hebrew
1481440,BABY009,Gerber Probiotic Oatmeal Peach Apple Cereal,גרבר פרוביוטי שיבולת שועל אפרסק דגני בוקר
1481448,BABY05,Gerber Puffs Bluberry Winter 42 G,גרבר פחזניות בלובר חורף 42 גרם
1481451,BABY21,Gerber Biscuits Arrowroot Pouch 155G,גרבר ביסקוויטים חץ חץ 155 גרם
1481452,BABY23,Gerber Lil Crunchies Crawler Mild Cheddar 42G,גרבר ליל קראנצ'י סורק צ'דר קל 42 גרם
1481454,BABY25,Gerber Probiotic Oatmeal Peach Apple Cereal,גרבר פרוביוטי שיבולת שועל אפרסק דגני בוקר
1481455,BABY26,Gerber Puffs Sweet Potato,גרבר נפיחות בטטה
1481456,BABY22,Gerber Grain&Grow Multigrain,גרבר גרגר וגדל מולטי -גרין
1481458,BABY28,Gerber Grain & Grow Oatmeal,גרבר גרגר וגידול שיבולת שועל
1481459,BABY31,Gerber Puffs Vanilla,גרבר פוחס וניל
1481462,1481462,Gerber puffs apple cinnoman,גרבר נפיחות קינמון תפוח
1481463,1481463,Gerber Lil crunchies crawler apple sweet potato,גרבר ליל קראנצ'י קרולר תפוח בטטה
1481464,1481464,Gerber probiotic oatemeal & banana baby cereal,גרבר פרוביוטיקה שיבולת שועל ובננה דגני בוקר
1481468,1481468,Materna Mixed Grain Porridge 200g,דייסת תבואה מעורבת של מטרנה 200 גרם
1481482,SHWR_BTH11,Keff Shampoo Apple&Chia Seeds for
Regular Hair,זרעי צ'יה תפוח קף שמפו עבור
שיער רגיל
1481483,SHWR_BTH12,Keff Conditioner Apple&Chia Seeds for
Regular Hair,מרכך קף זרעי אפל וצ'יה עבור
שיער רגיל
1481484,SHWR_BTH14,Keff Shampoo Coconut Oil & Keratin for Hair Restoration and Nourishment,שמפו קף שמן קוקוס וקרטין לשיקום שיער והזנה
1481485,SHWR_BTH15,Keff Conditioner Oil Coconut & Keratin
for Hair Restoration and Nourishment,קוקוס שמן קפה קוקוס וקרטין
לשיקום שיער והזנה
1481486,SHWR_BTH13,Keff Shampoo Pomegranate & Aragn Oil for Dry Hair,שמפו קף רימון ושמן ארגן לשיער יבש
1481488,1481488,Natural Lemon Juice,מיץ לימון טבעי
1481489,1481489,Apricot Jam,ריבת משמש
1481491,1481491,Osem Sweet Chili Sauce,רוטב צ'ילי מתוק של אוסם
1481492,1481492,Telma Passover Mayonnaise,טלמה פסח מיונז
1481493,1481493,Modena Balsamic Vinegar 250ml,חומץ בלסמי מודנה 250 מל
1481494,1481494,Italian Tomato Puree 500g,מחית עגבניות איטלקית 500 גרם
1481495,1481495,Crushed Italian Tomatoes 390g,עגבניות איטלקיות מרוסקות 390 גרם
1481496,1481496,Wildflower Honey (Squeeze Bottle) 400g,דבש פרחי בר (בקבוק סחיטה) 400 גרם
1481498,CNNFDS32,Osem Ketchup,OSEM קטשופ
1481499,HNYJAM04,Pure Honey 350g,דבש טהור 350 גרם
1481501,CNNFDS231,Charoset 250g (Lin Farm) (20),Charoset 250G (חוות לין) (20)
1481502,PSOVR29,HaShachar Dairy Chocolate Spread 500g,ממרח שוקולד חלב האשכר 500 גרם
1481503,1481503,Osem Reduced Sugar Ketchup,OSEM מופחת קטשופ סוכר
1481504,1481504,Osem Soy-Style Sauce,רוטב בסגנון סויה של אוסם
1481505,HNYJAM31,Natural Silan Date Syrup (Squeeze) 380g,סירופ תאריך סילאן טבעי (סחיטה) 380 גרם
1481506,1481506,Dairy-Free Chocolate Spread,ממרח שוקולד ללא חלב
1481507,CNNFDS229,Assis Preserved Lemon Juice,אסיס מיץ לימון שמורים
1481508,CNNFDS239,Classic Pomodoro Pasta Sauce 350g,רוטב פסטה פומודורו קלאסי 350 גרם
1481509,CNNFDS241,Tomato & Pepper Sauce for Shakshuka 350g,רוטב עגבנייה ופלפל לשקשוקה 350 גרם
1481510,1481510,Natural Pecans,פקאן טבעי
1481512,1481512,Sliced Blanched Almonds,שקדים פרוסים
1481513,1481513,Cone Can – Dried Plums 400g,CONE CAN - שזיפים מיובשים 400 גרם
1481514,1481514,Cone Can – Medjool Dates 500g,CONE CAN - MEDJOOL תאריכים 500 גרם
1481517,1481517,Cone Can – Natural Almonds 400g,CONE CAN - שקדים טבעיים 400 גרם
1481518,1481518,Cone Can – Walnuts 300g,CONE CAN - אגוזי מלך 300 גרם
1481520,1481520,Platinum Instant Coffee 200g,קפה נמס פלטינה 200 גרם
1481521,NP36,Grape Vitmanichik Drink,משקה ויטמניצ'יק ענבים
1481522,100000001103,Elite Turkish Coffee,קפה טורקי מובחר
1481523,1481523,Classic Sucrazit Sweetener Sticks 120g,מקלות ממתיק סוכרזיט קלאסיים 120 גרם
1481524,1481524,Shokolit Chocolate Drink Mix,תערובת משקה שוקולד שוקוליט
1481525,HOTDRNK24,Raspberry Vitmanichik Drink,משקה פטל ויטמניצ'יק
1481526,1481526,Elite Brazilian Coffee 200g,קפה ברזילאי מובחר 200 גרם
1481527,1481527,Elite Instant Coffee 50.4g,קפה נמס עלית 50.4 גרם
1481528,HOTDRNK09,Elite Turkish Coffee 85g,קפה טורקי עלית 85 גרם
1481529,100000012864,Calorie-Free Sweetener Tablets,טבליות ממתיק ללא קלוריות
1481530,HOTDRNK20,Elite Turkish Coffee with Cardamom 100g,קפה טורקי עלית עם הל 100 גרם
1481537,1481537,Cooked Chickpeas 230g,חומוס מבושל 230 גרם
1481538,1481538,Brown Beans 230g,שעועית חומה 230 גרם
1481576,PSOVR13,Telma Nougat-Filled Cereal Pillows 500g,כריות דגנים מלאות טלמה נוגט 500 גרם
1481577,PSOVR16,Cornflakes KFP Telma 400g (10),Cornflakes KFP Telma 400G (10)
1481578,100000000533,Osem Mushroom Sauce Powder,אבקת רוטב פטריות
1481579,1481579,Yad Mordechai Classic Olive Oil 500ml,יד מרדכי שמן זית קלאסי 500 מל
1481585,1481585,Osem Potato Latkes Mix,תערובת תפוחי אדמה של אוסם
1481586,1481586,Instant Mashed Potatoes with Vegetables,פירה מיידי עם ירקות
1481587,PSOVR18,Osem Soup Croutons,קרוטונים של מרק אוסם
1481588,1481588,Osem Wide Rice Noodles,אטריות אורז רחבות אוסם
1481589,1481589,Osem Thin Rice Noodles,אטריות אורז דקיקות אוסם
1481591,1481591,Osem Bun Mix Powder,אבקת תערובת לחמנייה של אוסם
1481594,1481594,Osem Gluten-Free Pancake Mix,תערובת פנקייק ללא גלוטן של אוסם
1481595,1481595,Osem Gluten-Free Cake Mix,תערובת עוגות ללא גלוטן של אוסם
1481596,CAKE01,Cocoa Powder 150g,אבקת קקאו 150 גרם
1481597,PSOVR14,Osem Self-Rising Cake Flour,קמח עוגות עצמיות של אוסם
1481598,PSOVR42,Instant Chocolate Pudding Osem 80g 1 unit (12),פודינג שוקולד מיידי OSEM 80G יחידה 1 (12)
1481600,1481600,Osem Instant Vanilla Pudding,פודינג וניל מיידי של OSEM
1481618,1481618,The Magic Garden Forest Fruit Tea, 25 Units,תה פירות יער קסמים בגן הקסם, 25 יחידות
1481622,1481622,The Magic Garden Chamomile Herbal Infusion, 25 Units,עירוי צמחי מרפא קמומיל קמומיל, 25 יחידות
1481626,1481626,Osem Bazak Strawberry Wafers, Natural Color,אוסם בזאק פלים תותים, צבע טבעי
1481627,1481627,Osem Gluten-Free Noodles, KLP,אטריות ללא גלוטן של OSEM, KL P
1481628,1481628,Chocolate-Flavored Syrup Epichel, Squeeze Bottle 580g,סירופ בטעם שוקולד אפיקל, בקבוק סחיטה 580 גרם
1481629,1481629,Maple-Flavored Syrup Epichel, Squeeze Bottle 580g,סירופ בטעם מייפל אפיקל, בקבוק סחיטה 580 גרם
1481630,1481630,Krantz Rolls, KLF,קרנץ רולס, KL f
1481631,1481631,Charoset 250g,Charoset 250G
1481632,1481632,Dulce de Leche 340g Taaman,Dulce de Leche 340G Taaman
1481633,1481633,Panko Chips Crumbs for Frying and Baking, Natural Flavor, 200g,פירורי צ'יפס של פנקו לטיגון ואפייה, טעם טבעי, 200 גרם
1481634,1481634,Onion-Flavored Potato Crackers, 150g,קרקרים תפוחי אדמה בטעם בצל, 150 גרם
1481636,1481636,Yellow Label Tea, 100 Units,תה תווית צהוב, 100 יחידות
1481638,1481638,Powdered Sugar 100g Maya,אבקת סוכר 100 גרם מאיה
1481639,1481639,Pure Gelatin 22g Maya,ג'לטין טהור 22G מאיה
1481640,1481640,Baking Soda 50g Maya,סודה לשתייה 50 גרם מאיה
1481641,1481641,Walnuts 400g Maya,אגוזי מלך 400 גרם מאיה
1481642,1481642,Ground Nuts 250g Maya,אגוזים קרקעיים 250 גרם מאיה
1481643,1481643,Desiccate Coconut  400g,קוקוס יבוא 400 גרם
1481645,1481645,Natural Almonds 100g Maya,שקדים טבעיים 100 גרם מאיה
1481646,1481646,Fine Salt, 1kg,מלח עדין, 1 קג
1481647,1481647,Coarse Salt, 1kg,מלח גס, 1 קג
1481648,1481648,Fine Himalayan Salt, 1kg,מלח הימלאיה עדין, 1 קג
1481668,PSOVR21,Golden Crumbs from Matzah Flour KFP 350g (Osem) (12),פירורי זהב מקמח מצח KFP 350G (OSEM) (12)
1481669,1481669,Matza Shemura – Beit Yosef, 1kg,Matza Shemura - Beit Yosef, 1kg
1481670,100000010938,Kosher for Passover Matza, 1kg,כשר לפסח מצה, 1 קג
1481682,CLDCTS01,Oven Roasted Turkey Breast,חזה הודו קלוי לתנור
1481683,100000003701,Beef Knockwurst,נוקוורסט בקר
1481684,CLDCTS03,Smoked Turkey Pastrami,פסטרמה מעושנת טורקיה
1481685,SAUS01,Beef Polish Sausage,נקניק פולני בקר
1481686,SUSG_PSTRM09,Classic Franks,פרנקים קלאסיים
1481687,1481687,Beef Franks,פרנקים בקר
1481688,SUSG_PSTRM552,BEEF DINNER FRANKS,פרנקים לארוחת בקר
1481691,Delikfp9,Smoked Turkey Breast,חזה טורקיה מעושן
1481742,1481742,Potato Starch,עמילן תפוחי אדמה
1481744,1481744,vanilla extract,תמצית וניל
1481745,100000011126,Taaman Horseradish,,חזרת טאמן,
1481751,,Panko (Coarse Breadcrumbs),פנקו (פירורי לחם גסים)
1481772,,Crushed Garlic 250g,שום כתוש 250 גרם
1481830,,Bladi Lemon,לימון בלדי
1481832,,Sun-Dried Tomatoes in Olive Oil,עגבניות מיובשות בשמן זית
1481834,,Filfel Chuma (Spicy Pepper Paste),פילפל צ'ומה (משחת פלפל חריף)
1482177,KFPMEATPK8,Flanken Boneless Pack,חבילה נטולת עצמות
1482181,KFPMEATPK1,Beef For Stew Pack,בקר לחבילת תבשיל
1482182,KFPMEATPK2,Brisket 1St Cut - S.Am Pack,Brisket 1st Cut - S.Am Pack
1482183,KFPMEATPK3,Brisket 2Nd Cut - S.Am Pack,Brisket 2nd Cut - S.AM Pack
1482184,KFPMEATPK4,Chuck Eye Roast - S.Am Pack,Chuck Eye Croby - S.Am Pack
1482185,KFPMEATPK5,Chuck Kolichel Roast - S.Am Pack,Chuck Kolichel Croby - S.Am Pack
1482187,KFPMEATPK7,Fillet Mignon (Roast) Pack,חבילת מיניון (צלייה) של פילה
1482188,KFPMEATPK9,Flanken Breast Pack,חבילת חזה משולבת
1482189,KFPMEATPK10,Flat Iron Roast Solomon Pack,חבילת שלמה צלויה ברזל שטוחה
1482190,KFPMEATPK11,French Roast - S.Am Pack,צלייה צרפתית - חבילת S.AM
1482193,KFPMEATPK14,Lamb Roast Boneless Pack,חבילה נטולת כבש צלייה
1482194,KFPMEATPK15,Lamb Spare Rib Pack,חבילת צלעות חילופית כבש
1482195,KFPMEATPK16,London Broil Beef - S.Am Pack,בשר בשר בלונדון - S.AM Pack
1482200,KFPMEATPK21,Rib Back Of Beef Pack,צלע גב של חבילת בקר
1482202,KFPMEATPK23,Ribs Short Beef - Pack,צלעות קצרות בקר - חבילה
1482203,KFPMEATPK24,Ribs Spare Beef - Pack,צלעות חילוף בקר - חבילה
1482205,KFPMEATPK26,Skirt Steak Beef - S.Am Pack,סטייק סטייק בקר - S.AM Pack
1482206,KFPMEATPK27,Tomahawk Rib Steak Pack,חבילת סטייק צלעות טומאהוק
1482207,KFPMEATPK28,Tongue Fresh Beef Pack,אריזת בקר טרי של לשון
1482211,KFPMEATPK32,Chicken, Ground Breast Pack,עוף, חבילת חזה טחונה
1482212,KFPMEATPK33,Chicken, Necks Pack,עוף, חבילת צוואר
1482213,KFPMEATPK36,Chicken, Whole Cut In 1/8Ths Pack,עוף, חתוך שלם בחפיסה של 1/8
1482216,KFPMEATPK44,Chicken Cutlets - Chimichurri Pack,קציצות עוף - חבילת צ'ימיצ'ורי
1482218,KFPMEATPK46,Chicken Cutlets - Shish Kabab Chimichurri Pack,קציצות עוף - חבילת שיש קבאב צ'ימיצ'ורי
1482219,KFPMEATPK48,Beef Lyula Kabab - Mini - Weiss Pack,Beef Lula Kebab - Mini - Weiss Pack
1482220,KFPMEATPK42,Beef Burgers 6 Oz. Spicy - Weiss Pack,המבורגרים בקר 6 גרם.חריף - חבילת וייס
1482223,KFPMEATPK49,Cheek Meat Beef - Solomon Pack,בשר בשר לחי - חבילת שלמה
1482229,SUSG_PSTRM566,Sliced Smoked Turkey Breast,חזה הודו מעושן חתוך
1482230,SUSG_PSTRM567,Chicken Bologna Sliced,עוף בולוניה פרוס
1482236,,Malawach,מלאוואך
1482242,,Bonjour Burekas,בונז'ור בורקס
1482243,,Bonjour Cheese Burkits,בורקיטים של גבינה בונז'ור
1482244,,Bonjour Mushroom Burkits,בורקיט פטריות בונז'ור
1482245,,Potato Burkits,בורקיטים של תפוחי אדמה
1482246,,Bonjour Cheese Buns,לחמניות גבינה של בונז'ור
1482247,,Bonjour Apple Cake,עוגת תפוחים בונז'ור
1482248,,Bonjour Croissant Bites,עקיצות קרואסון של בונז'ור
1482249,,Bonjour Butter Croissant Bites,עקיצות קרואסון חמאת בונז'ור
1482250,,Bonjour Chocolate Rugelach,רוגלאך שוקולד בונז'ור
1482251,,Bonjour Spinach Filo Snail,חילזון פילו תרד בונז'ור
1482252,,Bonjour Pizza Shank,פיצה פיצה של בונז'ור
1482259,CRK,FLKS02,Osem Gold Cracker 150G,Cracker זהב של OSEM 150 גרם
1482267,100000012574,Osem Tostaim Whole Grain, 100G,OSEM TOSTAIM תבואה מלאה, 100 גרם
1482272,,Toasteim Toasted Crackers with Sesame,טוסטים פיצוחים קלויים עם שומשום
1482273,,Whole Grain Rice Crackers,קרקרים אורז מלא
1482274,FRZNMEAT02,Ground Beef Pack,חבילת בקר טחון
1482275,COOK05,Osem Baked Ptitim Rice 500G,אורז Ptitim אפוי אוסם 500 גרם
1482280,COOK111,Walnut Oil 1 liter,שמן אגוז 1 ליטר
1482298,COOK21,Matzo Flour 500g (Rishon Matzot) (30),קמח מצו 500 גרם (Rishon Matzot) (30)
1482300,PSOVR02,Onion Soup 400g,מרק בצל 400 גרם
1482301,COOK10,Mushroom Soup KFP 400g (Osem),מרק פטריות KFP 400G (OSEM)
1482302,COOK75,Persian Rice 1 Kg,אורז פרס 1 קג
1482324,COOK67,Hot Meal Spaghetti Bolognese,ארוחה חמה ספגטי בולונז
1482332,COOK51,Brm Chia Seeds 12Oz,זרעי Chia BRM 12oz
1482333,COOK89,Barn Curled Pasta,פסטה מפותלת של אסם
1482357,COOK109,AG Popcorn Butter,AG חמאת פופקורן
1482358,COOK116,Cup-A-Soup Tomato Flavor with Croutons, Pack of 2 * 28g,טעם עגבנייה של כוס-א-סופ עם קרוטונים, חבילה של 2 * 28 גרם
1482364,,Egg Noodles,אטריות ביצה
1482367,,Osem Hot Meals,ארוחות חמות של אוסם
1482372,FRZNCHK88,Chicken Breast Pack - UK,חבילת חזה עוף - בריטניה
1482373,100000011201,Mia Almond Flour, 250G,קמח שקדים מיה, 250 גרם
1482374,,Charcuterie Platter,פלטה של ​​charcuterie
1482375,,Beef Salami,סלמי בקר
1482377,,Date Spread, 450g,ממרח תאריך, 450 גרם
1482378,,Natural Peanut Butter, 350g,חמאת בוטנים טבעית, 350 גרם
1482380,,Maya Dulce de Leche, 400g,מאיה דולצ'ה דה לק, 400 גרם
1482381,,Rum Baking Extract,תמצית אפיית רום
1482382,,Taaman Baking Powder, 100g,אבקת אפייה של טאמן, 100 גרם
1479023,COOK72,Nori Seaweed for Sushi,אצות נורי לסושי
1479024,CNNFDS49,Jg Lemon Juice,JG מיץ לימון
1479025,1479025,Mast Sugar-Free Cappuccino-Flavored Candies,סוכריות בטעם קפוצ'ינו ללא סוכר
1479026,1479026,Black & White Crunch, Milk Chocolate Biscuit,קראנץ 'שחור לבן, ביסקוויט שוקולד חלב
1479035,1479035,Schneider's White Chocolate,השוקולד הלבן של שניידר
1479036,1479036,Schneider's Milk Chocolate,שוקולד חלב שניידר
1479037,CHOC_CND01,Cocoman Chocolate Grain Puffs Snack,חטיף פחזניות גרגרי שוקולד קוקומן
1479041,100000002926,Betty Crocker Fruit Rollups Jolly Rancher 5 Oz,בטי קרוקר פירות גלגלות ג'ולי ראנץ '5 עוז
1479042,CHOC_CND03,Shogi Chocolate Corn Snack,חטיף תירס שוקולד שוגי
1479043,SWEET04,Betty Crocker Fruit Rollups Blastin Berry Hot Colors 5 Oz,בטי קרוקר פירות מגלגלות מפוצצות ברית צבעים חמים 5 גרם
1479049,100000000922,Paskesz Sour Sticks Strawberry Flavored 100G,מקלות חמוץ של פסקסז תות בטעם 100 גרם
1479050,CHOC_CND04,Must Milk Jam Flavored Candies 80G,סוכריות בטעם חלב חלב 80 גרם
1479062,SWEET44,Elite Dark Chocolate Bar,חטיף שוקולד מריר מובחר
1479063,SWEET30,Mini Mix Chocolate Bar 390G,מיני מערבב שוק שוקולד 390 גרם
1479064,SWEET31,Must Lemon Hard Candy 80G,חייבים לימון סוכריות קשה 80 גרם
1479069,SWEET36,Milk Chocolate Bar With Crispy Rice,חטיבת שוקולד חלב עם אורז פריך
1479071,SWEET07,Klik Chocolate Cushions With Nougat 65G(Blue),כריות שוקולד קליק עם נוגט 65 גרם (כחול)
1479072,SWEET08,Corn Flakes Coated With Milk Chocolate(Green),פתיתי תירס מצופים שוקולד חלב (ירוק)
1479075,SWEET38,Meringue Tray Vanilla and Strawberry 180g (12),מגש מרנג וניל ותות 180 גרם (12)
1479078,SWEET05,Chocolate Cow Fill Milk,חלב פרה שוקולד מילוי חלב
1479082,SWEET06,Klik Brown & White Balls 65G(Brown),כדורי קליק חום ולבן 65 גרם (חום)
1479083,CAK_CK11,Oreo Chocolate Cookies With Vanilla Filling 176G,עוגיות שוקולד אוראו עם מילוי וניל 176 גרם
1479096,CHOC_CND05,Mentos Fruit Flavour,טעם פירות מנטוס
1479097,SWEET11,Klik Chocolate Balls 65G(Yellow),כדורי שוקולד קליק 65 גרם (צהוב)
1479099,SWEET45,Mentos Mint Flavour,טעם מנטוס מנטה
1479100,SWEET12,Chocolate Covered Biscuits(Red),ביסקוויטים מכוסים שוקולד (אדום)
1479105,SWEET61,Betty Crocker Fruit Rollups Strawberry Sensation Large 5 Oz,BETTY CROCKER FRIOR ROLL UPS Sensation Sensation גדול 5 גרם
1479126,SWEET68,Elite Milk Chocolate Bar,חטיף שוקולד חלב מובחר
1479146,CHOC_CND10,Raspberry-Flavored Candies 100 Grams,סוכריות בטעם פטל 100 גרם
1479152,1479152,Must Chewing Gum (Grape),חייב ללעוס מסטיק (ענבים)
1479154,SWEET99,Betty Crocker Fruit Rollups Tropical Tie Dye 5 Oz,בטי קרוקר פירות גלגלות עניבה טרופית צבע 5 גרם
1479156,SNCKS_SWT01,Rosemarie Harmony Chocolate,שוקולד הרמוניה של רוזמרי
1479157,SNCKS_SWT02,Rosemary Milk Chocolate,שוקולד חלב רוזמרין
1479163,SWEET92,Twist Snack, 28 Grams,חטיף טוויסט, 28 גרם
1479165,SWEET93,Timeout Classic Snack C. Magdim,פסק זמן חטיף קלאסי C. Magdim
1479167,CHOC_CND14,Mentus Galilee Strawberry,תות גליל מנטוס
1479173,SWEET103,Toffee Subsided,טופי שכך
1479215,1479215,Tortit milk chocolate filled with almond-flavored cream, 100 grams,שוקולד חלב טוגטיט מלא בשמנת בטעם שקדים, 100 גרם
1479218,1479218,Rosemary Milk Chocolate,שוקולד חלב רוזמרין
1479219,1479219,Chocolate bar Quarter to Seven, 100 grams,שוקולד בר רבע עד שבע, 100 גרם
1479220,1479220,Bazooka cubes 58,Bazooka Cubes 58
1479225,1479225,Schneider's Yo Crackers Trio,שלישיית קרקרים של שניידר של שניידר
1479230,SNCKS06,Snacks with Za'atar Flavor 260g 1 unit (Telma) (12),חטיפים עם טעם Za'atar 260G 1 יחידה (Telma) (12)
1479231,SNCKS07,Onion And Cream Flavored Snack,חטיף בטעם בצל ושמנת
1479232,1479232,Pretzel Rings with Salt, 400g,טבעות בייגלה עם מלח, 400 גרם
1479233,SNCKS99,Doritos Grill Flavor, 55g,טעם של דוריטוס גריל, 55 גרם
1479241,CRK,FLKS07,Fitness Cracker Thin Village 140g (12),Crackers Fracker כפר דק 140 גרם (12)
1479242,SNCKS26,Doritos Black Hot Fire 55g (Elite)(48),Doritos Black Hot Fire 55G (Elite) (48)
1479256,SNCKS10,Natural Flavor Crunch Potato Chips - Potato Chips,צ'יפס תפוחי אדמה של טעם טבעי - צ'יפס תפוח אדמה
1479274,SNCKS20,Doritos Natural Flavor,דוריטוס טעם טבעי
1479289,SNCKS62,Pringles Classic Red,פרינגלס אדום קלאסי
1479292,SNCKS65,Pretzel Eighths Of Salt,שמיניות בייגלה של מלח
1479294,SNCKS29,Onion Chips 70g 1 unit (Telma) (30),שבבי בצל 70 גרם 1 יחידה (Telma) (30)
1479295,SNCKS30,Grill Chips 70g 1 unit (Telma) (30),צ'יפס גריל 70 גרם 1 יחידה (Telma) (30)
1479299,SNCKS69,Oblates,מחייבים
1479303,CRK,FLKS16,Gluten-Free Lachmit Crackers,קרקרים של Lachmit ללא גלוטן
1479339,1479339,Whole Grain Rice and Honey Snack Crackers.,אורז דגנים מלא ופיצוחים חטיפים דבש.
1481599,PSOVR39,Elite Puff Pastry 200g,מאפה עלית עילית 200 גרם
1481601,1481601,Milk Chocolate Filled with Strawberry,שוקולד חלב מלא בתות
1481602,SNCKS01,Apropo Corn Snack,חטיף תירס אפרופו
1481604,1481604,Klik Cornflakes Clusters 65g,אשכולות קליק קורנפלקס 65 גרם
1481606,SNCKS04,Osem Corn Tortilla Snack Bars,חטיפי חטיף טורטיה של אוסם תירס
1481607,SNCKS05,Popco Butter & Honey Popcorn,פופקורן חמאת פופקו ודבש
1481610,PSOVR25,Osem Flat Pretzels with Salt,באוסם בייגלה שטוח עם מלח
1481611,100000009437,Klik Chocolate Cereal Pillows 65g,כריות דגני בוקר של קליק 65 גרם
1481615,1481615,Long Wafers with Hazelnut Cream, 200g,פלים ארוכים עם קרם אגוזי לוז, 200 גרם
1481625,1481625,Osem Corn Prikonim Snacks, KLF,חטיפים של אוסם תירס פריקונים, kl f
1481650,SNCKS09,Tapuchips Sour Cream & Onion 50g,שמנת חמוצה של Tapuchips ובצל 50 גרם
1481657,SNCKS19,Sweet Bamba,במבה מתוקה
1481663,SNCKS104,Osem Flat Pretzels with Sesame,בייגלה שטוח של OSEM עם שומשום
1481665,SNCKS100,Bissli Onion Flavor,טעם בצל ביסלי
1481666,SNCKS101,Bissli BBQ Flavor,טעם מנגל ביסלי
1481667,1481667,Mini Cranberries Dolce,מיני חמוציות דולצ'ה
1481746,COOK60,Rice Sheets,גיליונות אורז
1481748,,Baladi Za'atar (Herb Mix),Baladi Za'atar (תערובת עשבים)
1481749,,Popcorn Salt POP-UP,קופץ מלח פופקורן
1481750,,Pizza-Yolo Pizza Seasoning,תיבול פיצה פיצה-יולו
1481754,,Potato Seasoning,תיבול תפוח אדמה
1481756,,Meatball & Mafrum Seasoning,תיבול בשר ומאפרום
1481758,,Ground Turmeric,כורכום קרקע
1481759,,Ground Caraway,קרקע קרקעית
1481760,,Ground Ginger,ג'ינג'ר קרקע
1481761,,Parsley,פטרוזיליה
1481764,SPICES36,Sweet Paprika in Oil,פפריקה מתוקה בשמן
1481765,PEREG07,Hot Paprika in Oil,פפריקה חמה בשמן
1481767,PEREG09,Sweet Paprika,פפריקה מתוקה
1481768,PEREG10,Cracked Black Pepper,פלפל שחור סדוק
1481769,PEREG11,Ground Cumin,כמון קרקע
1481771,PEREG13,Citric Salt,מלח לימון
1481775,SPICES03,Bitton Curry Seasoning,ביטון קארי תיבול
1481777,SPICES05,Bitton Ground Ginger,ביטון קרקע ג'ינג'ר
1481781,SPICES09,Bitton Nutmug,ביטון אגוז מוסקט
1481783,SPICES11,Bitton Ground White Pepper,פלפל לבן טחון ביטון
1481785,SPICES13,Bitton Oregano,ביטון אורגנו
1481786,SPICES14,Bitton Ground Cinnamon,ביטון קינמון קרקע
1481787,SPICES15,Bitton Hawiijj For Soup,Bitton Hawiijj למרק
1481788,SPICES16,Bitton Zaatar,ביטון זאתאר
1481789,SPICES17,Bitton Rosemary,ביטון רוזמרין
1481795,SPICES23,Lemon Salt,מלח לימון
1481796,SPICES29,Badia Gluten Free Cajun Louisiana 77.96Gm,BADIA ללא גלוטן CAJUN LOUISIANA 77.96GM
1481804,SPICES28,Badia Gluten Free Ever Mushroom,פטריות ללא גלוטן של Badia
1481806,SPCLDIET10,Saffron,זְעַפרָן
1481808,SPICES35,Badia Smoked Paprika,באדיה עישנה פפריקה
1481809,PEREG15,Mixed Spice for Barbecue,תבלין מעורב לברביקיו
1481810,PEREG16,Pereg Tuscan Spice,תבלין טוסקני פרג
1481811,PEREG17,Mexican Chili,צ'ילי מקסיקני
1481812,PEREG18,Yemenite Hawaij Soup Spice,תבלי תבליני מרק הוואי
1481814,PEREG20,Ground Coriander,כוסברה קרקעית
1481815,PEREG21,Hawaj for Coffee,הוואג 'לקפה
1481816,PEREG22,Bay Leaves & Allspice Mix,עלי דפנה ומערבבים תערובת
1481817,PEREG23,Dried Basil,בזיליקום מיובש
1481818,PEREG24,Oregano,אוֹרֶגָנוֹ
1481820,PEREG01,Indian Curry,קארי הודי
1481821,PEREG02,Ground Cinnamon,קינמון קרקע
1481822,PEREG03,Philadelphia Spice Mix,תערובת תבלינים של פילדלפיה
1481824,PEREG05,Rosemary,רוֹזמָרִין
1481826,,Sweet Peppers (Bagged),פלפלים מתוקים (תיק)
1481828,,Grilled Chicken Seasoning,תיבול עוף בגריל
1481829,,Fish Masala Seasoning,תיבול מסאלה דגים
1481833,,Authentic Amba,אמבה אותנטית
1481836,ELECAPL01,Hot Plate For Rent,צלחת חמה להשכרה
1481837,,Hot Plate,צלחת חמה
1481873,SHBTMNU15,Treat Kosher Challah Pair,התייחס זוג חלה כשר
1481893,SHBT11,Tk Schnitzel Sandwich (Medium),כריך TK Schnitzel (בינוני)
1481894,,Bonjour Challah,חלה בונז'ור
1481915,DESRT18,Treat Kosher Mini Eclairs,התייחסו מיני אקלרים כשר
1481921,,Brownies Cookies,עוגיות בראוניז
1481922,,Chocolate Rugelach,רוגלאך שוקולד
1481928,,Cheesecake & Strawberry Flavored Cake (Parve),עוגת גבינה ועוגה בטעם תות (פרווה)
1481929,,Caramel Nut Pie Cake (Dairy),עוגת עוגת אגוז קרמל (חלב)
1481931,,Belgian Chocolate Pie Cake (Dairy),עוגת פאי שוקולד בלגית (חלב)
1481941,MAIN14,Treat Kosher Couscous Vegetables 500g,לטפל בירקות קוסקוס כשר 500 גרם
1481966,SIDES29,Treat Kosher White Rice 500g,לטפל באורז לבן כשר 500 גרם
1481980,,Treat Koasher Potato Wedges 500g,לטפל טריזי תפוחי אדמה Koasher 500 גרם
1482079,,Treat Kosher Chicken Legs 2 pieces,התייחסו לרגלי עוף כשרות 2 חתיכות
1482088,SHBTMNU22,Treat Kosher Aubergine Cream,התייחס לקרם חציל כשר
